 lat lon order_time pizza_amount shoarma_amount burger_amount fries_amount snack_amount french_amount spanish_amount italian_amount greek_amount german_amount african_amount mexican_amount argentine_amount indian_amount chinese_amount sushi_amount luxe_amount
0 48.8791618164 2.3314988211 11:04:26 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
1 48.8733997960 2.3492390312 11:46:04 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 48.8912532555 2.3608070899 12:44:32 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 48.8936883943 2.3762211852 12:58:16 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
4 48.8432477626 2.3873508727 13:02:24 0 0 0 1 0 0 0 0 6 0 0 0 0 0 0 0 0
5 48.8546160547 2.3795180384 13:13:14 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0
6 48.8969643264 2.3303733012 13:28:49 0 0 0 2 0 0 0 0 7 0 0 0 0 0 0 0 0
7 48.8689513559 2.3013702918 13:30:32 0 0 0 3 2 0 0 0 0 0 0 0 0 0 0 0 0
8 48.8433975195 2.2795861605 13:30:40 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 48.8412133844 2.3134646417 13:31:27 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
10 48.8724047194 2.2982528601 13:43:19 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
11 48.8353554530 2.3537847788 13:44:22 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12 48.8596006340 2.2823993248 13:48:44 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13 48.8726277867 2.3239171142 14:03:39 0 0 0 4 1 0 0 0 0 0 0 0 0 0 0 0 0
14 48.8684023756 2.3765896387 14:05:03 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
15 48.8746801865 2.3124563515 14:08:36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 0
16 48.8388655183 2.3405644748 14:08:47 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
17 48.8697247898 2.3340638454 14:12:19 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
18 48.8650135187 2.3564882300 14:13:24 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
19 48.8352888976 2.3308925169 14:13:59 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
20 48.8860892741 2.3715329365 14:15:00 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
21 48.8564114322 2.3301219355 14:16:09 0 0 0 0 0 0 0 0 0 0 0 3 3 0 0 0 0
22 48.8238882118 2.3203607753 14:16:26 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
23 48.8720964593 2.3824867926 14:20:59 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24 48.8755450875 2.3821096291 14:21:12 0 0 4 0 0 2 0 0 0 0 0 0 0 0 0 0 0
25 48.8558079001 2.3963869965 14:21:13 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0
26 48.8871542881 2.3424761026 14:25:23 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0
27 48.8236093954 2.3344093882 14:28:02 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
28 48.8670705547 2.3718110181 14:29:23 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0
29 48.8765680366 2.3474647449 14:30:52 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0
30 48.8568334419 2.3547410006 14:32:01 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
31 48.8765458791 2.3746423445 14:35:55 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
32 48.8306686233 2.3678647543 14:38:23 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
33 48.8232292230 2.3347020559 14:39:16 0 2 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
34 48.8752916521 2.3351095081 14:46:16 0 0 0 13 2 0 0 0 0 0 0 0 0 0 0 0 0
35 48.8568828440 2.3667978096 14:47:43 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
36 48.8726066523 2.3222142577 14:48:13 0 4 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
37 48.8935075778 2.3426348701 14:48:30 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0
38 48.8939768341 2.3223984721 14:48:43 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
39 48.8762331316 2.2894770665 14:48:47 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
40 48.8366867382 2.2809789707 14:49:05 1 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
41 48.8798689716 2.3407031445 14:50:38 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 0 0
42 48.8462153471 2.3413513897 14:55:28 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
43 48.8874336100 2.3237971285 14:55:57 2 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
44 48.8300495126 2.3531041623 14:59:00 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1
45 48.8839686284 2.2917960276 14:59:07 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
46 48.8832668680 2.3832166649 14:59:42 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
47 48.8539294605 2.3675130100 15:00:25 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0
48 48.8671948920 2.2956394519 15:02:11 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
49 48.8429166763 2.3855231958 15:02:18 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0
50 48.8596993664 2.3552454948 15:05:48 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
51 48.8905034721 2.3789056045 15:06:26 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
52 48.8388346897 2.4027002831 15:06:28 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
53 48.8597202654 2.3747215984 15:06:40 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0
54 48.8478339325 2.3163070455 15:06:59 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
55 48.8934344630 2.3469849659 15:07:31 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0
56 48.8522197021 2.3832460207 15:09:08 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
57 48.8917301435 2.3468370069 15:09:53 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
58 48.8706328287 2.3617781856 15:10:34 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
59 48.8408399015 2.3493765834 15:12:34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
60 48.8504236191 2.2766273341 15:13:30 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0
61 48.8819980902 2.3293767099 15:13:33 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
62 48.8551105713 2.3644385915 15:15:09 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
63 48.8531222808 2.3806417200 15:18:13 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0
64 48.8773815371 2.2949095553 15:18:31 6 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
65 48.8307926336 2.3485595142 15:19:17 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0
66 48.8815673526 2.2959101413 15:19:43 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
67 48.8372108693 2.3494729499 15:22:13 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
68 48.8861453586 2.3098099516 15:23:10 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0
69 48.8842186268 2.3126687662 15:24:12 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70 48.8768434010 2.3900898871 15:25:10 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
71 48.8903723951 2.3471834852 15:25:29 0 0 6 6 0 0 0 0 0 4 0 0 0 0 0 0 1
72 48.8799880757 2.2971740958 15:26:53 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
73 48.8856671741 2.3611448160 15:28:23 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0
74 48.8849960756 2.3743572571 15:28:25 0 0 0 1 0 4 0 0 0 0 0 0 0 0 0 0 0
75 48.8658694315 2.3320867820 15:28:25 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
76 48.8467502429 2.3975409275 15:28:50 3 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0
77 48.8852444571 2.3704992135 15:29:25 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
78 48.8533003692 2.2990701124 15:30:59 2 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0
79 48.8576607525 2.3866819734 15:32:14 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
80 48.8516583008 2.3646935950 15:35:24 3 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
81 48.8682523443 2.2984690308 15:36:19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0
82 48.8705992773 2.2860358642 15:36:24 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
83 48.8595957403 2.3801659797 15:37:25 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0
84 48.8854163623 2.3416535719 15:39:04 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0
85 48.8664875025 2.3860286382 15:40:05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
86 48.8952804370 2.3507513281 15:40:41 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
87 48.8661411163 2.3533981941 15:41:01 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
88 48.8411426933 2.3327889786 15:41:07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
89 48.8457895438 2.3826797342 15:41:44 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
90 48.8402576610 2.4002064724 15:42:41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
91 48.8912006003 2.3444452591 15:43:05 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
92 48.8458274375 2.2876890304 15:43:13 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
93 48.8812667377 2.2915923898 15:43:33 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
94 48.8743418755 2.3699954090 15:43:33 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
95 48.8379108555 2.3494709727 15:44:39 0 0 0 2 0 0 0 0 7 0 0 0 0 0 0 0 0
96 48.8597208151 2.3758052199 15:45:08 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0
97 48.8418054309 2.3511195600 15:46:40 0 0 3 0 2 0 0 0 0 0 0 0 0 0 0 0 0
98 48.8418279114 2.2928727890 15:47:40 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0
99 48.8228048500 2.3614938840 15:47:57 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0
100 48.8925929565 2.3451843920 15:49:04 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1
101 48.8887931123 2.3091588630 15:49:51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0
102 48.8604730907 2.3787344125 15:49:52 0 0 0 0 0 0 0 0 0 0 0 7 1 0 0 0 0
103 48.8494732700 2.2677065908 15:49:59 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
104 48.8442084007 2.2868183030 15:50:03 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0
105 48.8609955754 2.3480623229 15:50:22 0 0 3 6 0 0 0 1 0 4 0 0 0 0 0 0 0
106 48.8797708649 2.3749231761 15:51:46 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
107 48.8796766768 2.3136890397 15:53:27 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
108 48.8258193650 2.3488507629 15:53:32 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
109 48.8648139190 2.2928419058 15:54:42 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
110 48.8272676457 2.3563541846 15:54:55 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
111 48.8844978725 2.3260224767 15:55:06 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 1
112 48.8720461011 2.2878442699 15:55:15 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
113 48.8965988285 2.3341419234 15:55:27 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0
114 48.8673270040 2.2931640707 15:56:11 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0
115 48.8672267349 2.2829524087 15:56:13 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
116 48.8389921043 2.3074257575 15:56:24 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
117 48.8417355963 2.3774275136 15:57:27 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
118 48.8839750415 2.3368419364 15:57:30 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
119 48.8641102633 2.4025977541 15:57:50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0
120 48.8801679754 2.3908147788 15:57:51 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
121 48.8455614886 2.3888025807 15:59:17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
122 48.8845083296 2.3078149243 15:59:22 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
123 48.8698152290 2.3479090587 16:00:04 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0
124 48.8285445416 2.3319686034 16:00:11 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
125 48.8541832267 2.4074008857 16:00:45 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
126 48.8539636970 2.3886723806 16:01:29 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0
127 48.8869262791 2.3136287348 16:01:47 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
128 48.8810824244 2.3319024346 16:03:03 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
129 48.8433677733 2.3850553588 16:04:15 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
130 48.8881170282 2.3911541968 16:05:45 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0
131 48.8766559941 2.3828992106 16:05:46 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
132 48.8734797064 2.3935236292 16:05:51 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
133 48.8901198403 2.3484660997 16:06:05 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
134 48.8286400442 2.3485256720 16:06:14 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
135 48.8861483379 2.3482698855 16:07:06 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
136 48.8695788188 2.3852027220 16:08:41 0 0 0 0 0 0 0 0 0 0 0 5 2 0 0 0 0
137 48.8530354226 2.2868954849 16:09:56 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
138 48.8239800114 2.3348443149 16:10:29 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
139 48.8506648743 2.4102782146 16:11:47 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
140 48.8931451830 2.3495995894 16:12:31 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
141 48.8595579753 2.3809472030 16:12:58 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
142 48.8543309744 2.3389366749 16:13:07 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 5
143 48.8364254178 2.3537312616 16:13:51 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
144 48.8704302384 2.4095856454 16:14:36 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
145 48.8511260189 2.3797910657 16:14:45 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
146 48.8482538335 2.3934832479 16:15:02 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
147 48.8740839055 2.2822600351 16:15:05 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
148 48.8832509969 2.3946655822 16:15:15 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
149 48.8611137408 2.3442360982 16:15:28 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
150 48.8849340563 2.3344504812 16:17:45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
151 48.8494781337 2.3495495505 16:17:48 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
152 48.8906831856 2.3329659152 16:17:55 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0
153 48.8659222299 2.3908434796 16:18:37 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0
154 48.8266943401 2.3345881685 16:21:48 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
155 48.8812189485 2.3947546220 16:22:16 2 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
156 48.8877471149 2.3011011754 16:22:18 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
157 48.8719694345 2.3087455372 16:22:32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
158 48.8531026672 2.2988912147 16:23:28 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
159 48.8973395298 2.3247898599 16:23:58 6 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
160 48.8341145212 2.3457198134 16:24:09 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
161 48.8370668694 2.4074266162 16:24:49 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
162 48.8936212261 2.3269489346 16:24:58 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0
163 48.8589586130 2.3432153373 16:25:33 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
164 48.8638958955 2.4071635354 16:26:05 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
165 48.8839381233 2.3645174234 16:26:49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0
166 48.8789629969 2.3222767493 16:27:17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
167 48.8386013612 2.3456051273 16:27:20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0
168 48.8671856307 2.3574207260 16:27:38 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0
169 48.8442818322 2.2934306502 16:27:53 2 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
170 48.8224723775 2.3448681472 16:28:02 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
171 48.8939350708 2.3805902952 16:28:07 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
172 48.8751587865 2.2867949048 16:29:06 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
173 48.8814089598 2.3283277085 16:30:16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0
174 48.8565486957 2.3573609492 16:30:32 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
175 48.8417220270 2.2904072900 16:30:42 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
176 48.8886484521 2.3256590343 16:31:50 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0
177 48.8566400496 2.3803050945 16:31:59 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
178 48.8707657053 2.2758863197 16:32:11 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
179 48.8460582320 2.3196314516 16:33:50 1 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0
180 48.8902905224 2.3549916469 16:33:54 0 0 5 0 0 0 0 0 0 4 0 0 0 0 0 0 0
181 48.8658626042 2.3706583749 16:34:04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0
182 48.8704576920 2.3453560188 16:34:26 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
183 48.8624680832 2.2807074536 16:34:38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
184 48.8387210888 2.3327091599 16:35:52 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
185 48.8795862938 2.2868069881 16:35:54 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0
186 48.8905491093 2.3785431974 16:36:02 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
187 48.8473677768 2.2619423295 16:36:26 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0
