 lat lon order_time pizza_amount shoarma_amount burger_amount fries_amount snack_amount french_amount spanish_amount italian_amount greek_amount german_amount african_amount mexican_amount argentine_amount indian_amount chinese_amount sushi_amount luxe_amount
0 48.8754597180 2.3901176412 11:31:33 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
1 48.8439712119 2.3889380310 12:14:07 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 1
2 48.8834716640 2.2872496463 13:36:05 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 48.8379273579 2.2866282435 13:50:23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
4 48.8572808566 2.2850368318 13:51:25 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
5 48.8919061707 2.3779254307 14:00:55 0 0 0 13 1 0 0 0 0 0 0 0 0 0 0 0 0
6 48.8642826099 2.3653674314 14:00:58 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0
7 48.8697247898 2.3340638454 14:01:26 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8 48.8235709275 2.3482615392 14:04:15 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0
9 48.8689894087 2.3550132247 14:10:56 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 48.8559773493 2.2749967162 14:13:16 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
11 48.8334340598 2.2963162171 14:14:37 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
12 48.8670422348 2.3607662121 14:15:14 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0
13 48.8780164133 2.2875398643 14:18:05 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
14 48.8445742401 2.3754689340 14:19:57 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0
15 48.8570765907 2.3647767869 14:21:34 0 0 0 2 0 0 0 0 7 0 0 0 0 0 0 0 0
16 48.8889341757 2.3274978201 14:26:06 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0
