 lat lon order_time pizza_amount shoarma_amount burger_amount fries_amount snack_amount french_amount spanish_amount italian_amount greek_amount german_amount african_amount mexican_amount argentine_amount indian_amount chinese_amount sushi_amount luxe_amount
0 48.8743491717 2.3055683600 16:47:22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0
1 48.8766580182 2.3083276455 16:48:36 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0
2 48.8235223063 2.3650307532 16:50:08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
3 48.8582874925 2.3462037504 17:00:03 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
4 48.8372054524 2.2914763675 17:02:28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
5 48.8322259659 2.3238460303 17:06:26 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
6 48.8755561129 2.3837018305 17:08:12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
7 48.8636715711 2.3982643965 17:09:23 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0
8 48.8591919111 2.3736435589 17:13:14 0 0 0 2 0 4 0 0 0 0 0 0 0 0 0 0 0
9 48.8242596591 2.3291429094 17:13:21 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0
10 48.8508185917 2.3996833500 17:20:32 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
11 48.8730147836 2.4045727840 17:26:05 0 0 0 0 0 0 0 0 0 0 0 7 2 0 0 0 0
12 48.8338340734 2.2902743931 17:26:35 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0
13 48.8740701003 2.3089858526 17:28:11 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0
14 48.8863612623 2.3341150496 17:29:14 0 4 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
15 48.8665283622 2.2937935014 17:32:51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0
16 48.8739734707 2.3719846252 17:38:18 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
17 48.8329847945 2.2962738390 17:40:03 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
18 48.8782582257 2.2997717270 17:42:45 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0
19 48.8413091199 2.3927623675 17:44:04 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20 48.8275592285 2.3231511178 17:45:24 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
