 lat lon order_time pizza_amount shoarma_amount burger_amount fries_amount snack_amount french_amount spanish_amount italian_amount greek_amount german_amount african_amount mexican_amount argentine_amount indian_amount chinese_amount sushi_amount luxe_amount
0 48.8584883151 2.3774619767 15:54:12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0
1 48.8744832928 2.3416167351 16:16:02 0 0 0 3 0 0 0 0 4 0 0 0 0 0 0 0 0
2 48.8435271249 2.3303882384 16:19:06 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
3 48.8487260696 2.3286816058 16:22:07 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
4 48.8516757543 2.3671415498 16:34:46 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
5 48.8598624995 2.3098610193 16:37:50 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 48.8603210649 2.3620383713 16:43:14 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
7 48.8376242054 2.3717969666 16:44:21 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
8 48.8270448512 2.3556699867 16:45:45 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
9 48.8717229456 2.3064764341 16:46:01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0
10 48.8882452113 2.3260755975 16:52:45 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0
11 48.8558897348 2.3978420360 16:57:12 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
12 48.8393397435 2.3911937043 17:02:16 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0
13 48.8659319487 2.3955889225 17:05:06 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0
14 48.8275921821 2.3161067960 17:06:05 0 0 0 0 0 3 0 0 0 2 0 0 0 0 0 0 0
15 48.8737320076 2.2805296118 17:06:14 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
16 48.8686554898 2.3486691980 17:08:53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
17 48.8560154764 2.3050919055 17:09:11 0 0 0 3 0 0 0 0 4 0 0 0 0 0 0 0 0
18 48.8454287851 2.3240594945 17:10:05 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
19 48.8243774770 2.3285290239 17:13:26 0 0 0 3 0 0 0 0 2 0 0 0 0 0 0 0 0
20 48.8958638416 2.3271962473 17:16:00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
21 48.8741325878 2.3403959195 17:16:27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0
22 48.8733042473 2.3567049399 17:19:03 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0
23 48.8841957158 2.3532222171 17:19:32 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
24 48.8729691245 2.3298102506 17:24:22 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 1
25 48.8808732948 2.3023352538 17:24:42 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0
26 48.8779262575 2.3543510639 17:24:45 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
27 48.8334653743 2.3694622248 17:24:52 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
28 48.8579780733 2.4070716060 17:27:05 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0
29 48.8642026191 2.3335772836 17:29:36 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0
30 48.8662155706 2.4031489541 17:32:00 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
31 48.8474176304 2.3006700046 17:33:47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0
32 48.8336049082 2.3531171506 17:33:55 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
33 48.8422038521 2.2864452740 17:34:13 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
34 48.8364623116 2.3209913495 17:34:41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 1 0
35 48.8718670473 2.3331700883 17:35:12 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36 48.8664342674 2.3316653805 17:35:28 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
37 48.8699989035 2.2940429512 17:36:41 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0
38 48.8857031531 2.3234740430 17:37:20 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0
39 48.8717246510 2.3161398844 17:37:31 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
40 48.8908724126 2.3255506679 17:37:52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0
41 48.8749166122 2.3943666512 17:38:42 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
42 48.8650981001 2.2742529524 17:39:26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 1 0
43 48.8529407678 2.2875243010 17:41:29 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0
44 48.8401943267 2.3995864455 17:42:42 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
45 48.8932415399 2.3424049804 17:42:44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
46 48.8309113709 2.3036837512 17:43:10 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0
47 48.8644524572 2.3598239751 17:44:22 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0
48 48.8873768227 2.2987757789 17:44:25 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0
49 48.8714388829 2.3506032356 17:44:49 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
50 48.8926149499 2.3410823179 17:44:56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0
51 48.8323814266 2.3674357558 17:45:13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
52 48.8804936072 2.3909931879 17:45:24 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0
53 48.8598794764 2.3508248612 17:45:30 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
54 48.8864384743 2.3376344354 17:46:14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0
55 48.8218002381 2.3282626302 17:46:55 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
56 48.8793833585 2.3933437780 17:47:26 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0
57 48.8734395534 2.3644096425 17:47:32 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
58 48.8644158199 2.3780415755 17:47:36 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
59 48.8731349759 2.3467610096 17:48:23 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
60 48.8718229870 2.3517390821 17:48:51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0
61 48.8624537791 2.3575824101 17:49:21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0
