 lat lon order_time pizza_amount shoarma_amount burger_amount fries_amount snack_amount french_amount spanish_amount italian_amount greek_amount german_amount african_amount mexican_amount argentine_amount indian_amount chinese_amount sushi_amount luxe_amount
0 48.8803409965 2.3903960931 11:56:55 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1 48.8516274164 2.2741034019 12:11:32 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 48.8356831683 2.3014582390 12:40:42 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 48.8762819798 2.3754887236 12:44:51 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
4 48.8541921801 2.3421871428 13:08:41 0 4 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
5 48.8295596573 2.3694868928 13:22:42 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6 48.8658371118 2.3979053303 13:30:58 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
7 48.8805571790 2.3398567753 13:55:46 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8 48.8276936832 2.3735518130 14:02:22 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 48.8786656131 2.3757341849 14:02:23 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
10 48.8685378366 2.3698449127 14:05:42 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0
11 48.8678765952 2.3885533120 14:15:55 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0
12 48.8734615963 2.3906037262 14:17:12 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0
13 48.8619881088 2.2820528404 14:22:04 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
14 48.8748866976 2.3860431187 14:29:05 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15 48.8743732133 2.3190796762 14:29:21 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16 48.8513842278 2.3089589708 14:29:57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0
17 48.8886579910 2.3167450276 14:31:55 0 0 3 0 0 4 0 0 0 0 0 0 0 0 0 0 1
18 48.8391392854 2.2919670876 14:32:56 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 1
19 48.8670748492 2.2811538809 14:34:05 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0
