 lat lon order_time pizza_amount shoarma_amount burger_amount fries_amount snack_amount french_amount spanish_amount italian_amount greek_amount german_amount african_amount mexican_amount argentine_amount indian_amount chinese_amount sushi_amount luxe_amount
0 48.8651358117 2.3627377923 16:38:19 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
1 48.8515641422 2.3352253793 17:05:22 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
2 48.8985175416 2.3256833391 17:24:36 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
3 48.8815931903 2.2806759493 17:39:21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0
4 48.8646139000 2.3533101556 17:39:22 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
5 48.8685454629 2.3722781391 17:42:40 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0
6 48.8787683946 2.3523911273 17:42:56 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7 48.8707385092 2.3438234506 17:43:04 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8 48.8481839945 2.3476143987 17:50:39 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
9 48.8540316212 2.3980018923 17:56:12 0 0 0 6 0 0 0 2 0 0 0 0 0 0 0 0 0
10 48.8484241674 2.2686375089 17:56:50 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
11 48.8277901768 2.3692569432 17:59:00 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
12 48.8523585606 2.3289111718 18:01:54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
13 48.8575145535 2.3612243755 18:02:27 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
14 48.8774637057 2.2884569431 18:05:29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0
15 48.8413436788 2.3377566148 18:07:06 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16 48.8446566802 2.3756154656 18:07:30 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
