 lat lon order_time pizza_amount shoarma_amount burger_amount fries_amount snack_amount french_amount spanish_amount italian_amount greek_amount german_amount african_amount mexican_amount argentine_amount indian_amount chinese_amount sushi_amount luxe_amount
0 48.8626900172 2.3493894599 16:49:00 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1 48.8587710846 2.3774582408 17:02:59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
2 48.8903535138 2.3613469212 17:13:12 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
3 48.8300464385 2.3208584687 17:23:27 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
4 48.8832186364 2.3449015361 17:31:10 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
5 48.8465646514 2.2882276104 17:41:38 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6 48.8536586995 2.4071072769 17:50:52 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
7 48.8848050008 2.3547543193 17:53:08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
8 48.8561110123 2.3301454171 17:56:58 2 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0
9 48.8281712496 2.3476712891 18:03:13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0
10 48.8742533479 2.3362105395 18:05:49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0
11 48.8861125219 2.3161852031 18:09:55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
12 48.8382871820 2.2996648321 18:10:17 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0
13 48.8673819897 2.3078346369 18:11:23 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0
14 48.8296822975 2.3296766848 18:12:49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0
15 48.8535388910 2.3357902998 18:14:07 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0
16 48.8332466694 2.3159782427 18:17:50 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0
17 48.8511139545 2.3757535686 18:22:27 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0
18 48.8936810000 2.3449325744 18:22:34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
19 48.8304555485 2.3293946705 18:22:45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
20 48.8885566889 2.3676519154 18:23:04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
21 48.8335647877 2.3223937991 18:24:30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0
22 48.8390044208 2.3314799640 18:27:56 2 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0
23 48.8367197675 2.2597530283 18:29:35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0
24 48.8678602810 2.3492307159 18:29:54 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
25 48.8367087251 2.3162387601 18:30:43 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 5
26 48.8645064378 2.3007650693 18:34:58 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0
27 48.8440359558 2.4076971745 18:36:01 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
28 48.8380981027 2.2923297106 18:38:02 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
29 48.8789689447 2.3507428238 18:40:36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
30 48.8426104644 2.3545477936 18:45:06 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
31 48.8886123662 2.3168216172 18:45:43 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
32 48.8671140613 2.4072933456 18:46:02 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
33 48.8424806148 2.3428208847 18:46:05 0 0 0 0 0 0 0 0 0 0 0 2 6 0 0 0 0
34 48.8599415496 2.3786798854 18:46:45 0 0 0 2 0 0 0 0 3 0 0 0 0 0 0 0 0
35 48.8862260076 2.3226903290 18:47:55 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36 48.8592169270 2.4099005344 18:48:25 0 0 0 1 0 0 0 0 4 0 0 0 0 0 0 0 0
37 48.8796354175 2.3981731704 18:48:47 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0
38 48.8763774389 2.4107972758 18:52:33 0 0 0 0 0 0 0 0 0 0 0 7 2 0 0 0 0
39 48.8267914586 2.3349963027 18:52:41 0 0 0 0 0 0 0 3 0 2 0 0 0 0 0 0 0
40 48.8541199363 2.3973849450 18:53:06 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
41 48.8634638419 2.3535680141 18:53:43 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
42 48.8367345480 2.3208541065 18:53:56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0
