 lat lon order_time pizza_amount shoarma_amount burger_amount fries_amount snack_amount french_amount spanish_amount italian_amount greek_amount german_amount african_amount mexican_amount argentine_amount indian_amount chinese_amount sushi_amount luxe_amount
0 48.8695835927 2.2930959132 16:27:25 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0
1 48.8583513278 2.3575576131 16:31:11 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0
2 48.8768574078 2.3845018284 16:51:02 0 0 0 0 0 0 0 0 0 0 0 2 6 0 0 0 0
3 48.8957026021 2.3406257490 16:57:09 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
4 48.8414547796 2.3273567218 16:58:59 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
5 48.8699698384 2.2960130176 16:59:29 4 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
6 48.8568340972 2.4088434552 17:00:09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
7 48.8534101566 2.3838923136 17:05:02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0
8 48.8360267878 2.2915357228 17:05:03 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0
9 48.8822141466 2.2858211104 17:12:33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
10 48.8825613112 2.3646416851 17:13:29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0
11 48.8455002077 2.3460466865 17:18:28 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1
12 48.8926867813 2.3472484268 17:20:36 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0
13 48.8518344700 2.2938958969 17:21:23 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14 48.8755450875 2.3821096291 17:22:58 0 0 4 0 0 0 0 4 0 0 0 0 0 0 0 0 0
15 48.8582961906 2.3698546435 17:23:01 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 0 0
16 48.8608196322 2.3848147269 17:25:20 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
17 48.8423737117 2.3966334821 17:26:01 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
