 lat lon order_time pizza_amount shoarma_amount burger_amount fries_amount snack_amount french_amount spanish_amount italian_amount greek_amount german_amount african_amount mexican_amount argentine_amount indian_amount chinese_amount sushi_amount luxe_amount
0 48.8557109548 2.3332036306 15:24:32 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 48.8794898586 2.3933998136 16:27:54 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0
2 48.8914460317 2.3459500326 16:33:25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
3 48.8307237523 2.3321855721 16:37:30 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
4 48.8583332828 2.3235303558 16:44:13 3 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
5 48.8655047423 2.4034347433 16:46:19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0
6 48.8904043531 2.3245090075 17:00:28 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
7 48.8610198778 2.3789259546 17:01:19 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
8 48.8836282276 2.3316922803 17:04:46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
9 48.8389914973 2.3078339433 17:06:07 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
10 48.8955863491 2.3479038147 17:08:11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0
11 48.8571245323 2.4097130899 17:12:53 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0
12 48.8427613888 2.3267010379 17:14:45 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
13 48.8889114247 2.3826319980 17:15:32 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0
14 48.8737764854 2.3259781641 17:17:51 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15 48.8485500971 2.3211117297 17:19:59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0
16 48.8861992737 2.3022267720 17:24:58 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
17 48.8536544598 2.3426865994 17:26:54 0 0 0 0 0 4 0 0 0 4 0 0 0 0 0 0 1
18 48.8443475265 2.2573051559 17:27:09 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
19 48.8371046537 2.3519422615 17:27:35 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
20 48.8585946267 2.3855779394 17:27:43 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
21 48.8864457569 2.3206260559 17:27:55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0
22 48.8288694363 2.3318717963 17:31:22 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
23 48.8393986753 2.3899171101 17:34:15 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
24 48.8488517880 2.3511764171 17:34:55 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0
25 48.8600301597 2.3885342526 17:36:42 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0
26 48.8664002474 2.3966714280 17:39:04 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 2
27 48.8824222814 2.3270478050 17:39:24 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
28 48.8690858316 2.2919026690 17:41:11 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
29 48.8340882656 2.3696476589 17:43:13 0 0 3 0 0 2 0 0 0 0 0 0 0 0 0 0 0
30 48.8536194544 2.3963306124 17:45:17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 0
31 48.8665013788 2.3416814639 17:46:12 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
32 48.8683417816 2.2845587967 17:46:34 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
33 48.8211786672 2.3425485993 17:48:01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0
34 48.8480097276 2.3913507542 17:48:49 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
35 48.8649017595 2.3962245534 17:52:02 0 0 3 0 2 0 0 0 0 0 0 0 0 0 0 0 0
36 48.8645471871 2.4052997632 17:52:21 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0
37 48.8411990333 2.3943040325 17:52:21 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0
38 48.8568851866 2.4091108196 17:55:50 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0 0
39 48.8616393822 2.3023978705 17:56:24 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
40 48.8348779335 2.3082931492 17:58:07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
41 48.8864851846 2.3821506980 18:00:54 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
42 48.8690375501 2.4069541005 18:03:24 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0
43 48.8329068864 2.3176378278 18:05:05 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0
44 48.8487992537 2.2753687814 18:05:34 0 0 6 0 0 0 0 0 0 1 0 0 0 0 0 0 0
45 48.8755285660 2.3917219567 18:06:06 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
46 48.8718250489 2.3190448085 18:06:16 0 0 0 5 0 0 0 0 0 1 0 0 0 0 0 0 0
47 48.8612896412 2.3436577290 18:08:14 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0
48 48.8601360025 2.3804591207 18:09:02 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0
49 48.8647500057 2.4001388487 18:09:28 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
50 48.8672156705 2.3071321721 18:09:46 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
51 48.8374252467 2.3938759866 18:09:49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
52 48.8332260195 2.3901663797 18:10:47 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
53 48.8586067151 2.3550600563 18:10:48 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0
54 48.8687866717 2.3456474255 18:11:25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0
55 48.8491838103 2.4067216882 18:14:57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
56 48.8377255155 2.2786507212 18:15:00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
57 48.8793470467 2.3855475420 18:15:30 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
58 48.8906383325 2.3391903275 18:17:17 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0
59 48.8745048427 2.3353311576 18:17:32 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0
60 48.8493020698 2.2758812813 18:17:54 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
61 48.8709731733 2.3530225838 18:19:08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
62 48.8598218237 2.2763745325 18:19:09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 0
63 48.8688347972 2.3503897898 18:20:21 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
64 48.8516543768 2.3571563427 18:21:00 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
65 48.8546033522 2.2826089647 18:21:21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
66 48.8348593933 2.3545545558 18:21:33 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0
67 48.8827444683 2.3596813975 18:21:37 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
68 48.8542190132 2.3307040404 18:21:44 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
69 48.8906210209 2.3506145241 18:21:45 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70 48.8302353097 2.3324052044 18:22:11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0
71 48.8490081678 2.3137172353 18:22:24 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0
72 48.8816792707 2.3496864996 18:22:46 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2
